Title,Alternative Title,Description,Language,Creator,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
"Chili, La Plata, and Bolivia or Upper Peru","Chili, La Plata, and Bolivia or Upper Peru",,English,"Hall, Sidney",,,1829,,,Chile; Bolivia; Peru,"-80.0,-50.0,-13.0,-45.0",https://umedia.lib.umn.edu/item/p16022coll230:2818,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2818/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2818,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2818/manifest.json,UMN_ALMA:9957229260001701,p16022coll230:2818,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Colombia & Guayana,Colombia & Guayana,,English,"Lizars, Daniel, 1760-1812",,,1831?,,,Colombia; Guyana,,https://umedia.lib.umn.edu/item/p16022coll230:2790,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2790/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2790,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2790/manifest.json,UMN_ALMA:9931696830001701,p16022coll230:2790,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Colton's map of Central America,Colton's map of Central America,,English,"Ferrer, Fermin",,,1859,,,North America; South America,"-95.0,-78.0,19.0,7.0",https://umedia.lib.umn.edu/item/p16022coll230:2765,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2765/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2765,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2765/manifest.json,UMN_ALMA:9918198870001701,p16022coll230:2765,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Croquis de los Rios Alto Ucayali y Bajo Urubamba,Croquis de los Rios Alto Ucayali y Bajo Urubamba,,Spanish,"Vallejos Z., Camilo",,,1906,,,Peru,"-74.8333,-72.8333,-8.5083,-11.3333",https://umedia.lib.umn.edu/item/p16022coll230:2769,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2769/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2769,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2769/manifest.json,UMN_ALMA:9920739170001701,p16022coll230:2769,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Cuba,Cuba,,English,Rand McNally and Company,,Railroads,1914,,,Cuba,,https://umedia.lib.umn.edu/item/p16022coll230:2791,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2791/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2791,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2791/manifest.json,UMN_ALMA:9931331480001701,p16022coll230:2791,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
El Perú en 1913,El Perú en 1913,,Spanish,Sociedad Geogräfica de Lima,,,1913,,,Peru,"-82.0,-66.0,2.0,-21.0",https://umedia.lib.umn.edu/item/p16022coll230:2804,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2804/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2804,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2804/manifest.json,UMN_ALMA:9920725160001701,p16022coll230:2804,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Geographical, statistical, and historical map of Colombia","Geographical, statistical, and historical map of Colombia",,English,"Finlayson, James",,,1822,,,Colombia,"-62.0,-57.0,13.0,-6.0",https://umedia.lib.umn.edu/item/p16022coll230:2816,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2816/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2816,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2816/manifest.json,UMN_ALMA:9973950087801701,p16022coll230:2816,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Geologia de las inmediaciones de Morococha,Geologia de las inmediaciones de Morococha,Shows types of rock and location of mines and mineral processing plants. Dimensions: 42 x 47 centimeters,Spanish,"Raimondi, Antonio (1826-1890)",,Geology|Mines and Mineral Resources,1861,,,South America,,https://umedia.lib.umn.edu/item/p16022coll230:2793,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2793/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2793,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2793/manifest.json,UMN_ALMA:9920712950001701,p16022coll230:2793,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Guatemala, from official and other sources","Guatemala, from official and other sources",,English,"Hendges, M",,Agriculture,1902,,,Guatemala,,https://umedia.lib.umn.edu/item/p16022coll230:2761,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2761/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2761,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2761/manifest.json,UMN_ALMA:9973935306401701,p16022coll230:2761,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Guatemala, from official and other sources : prepared in the Bureau of the American Republics ...","Guatemala, from official and other sources : prepared in the Bureau of the American Republics ...",,English,"Hendges, M",,,1902,,,Guatemala,,https://umedia.lib.umn.edu/item/p16022coll230:2749,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2749/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2749,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2749/manifest.json,UMN_ALMA:9933958770001701,p16022coll230:2749,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Guyanes,Guyanes,,French,"Vandermaelen, Philippe, 1795-1869",,,1827,,,French Guiana; Guyana,"-57.6667,-49.6667,6.0,0.0",https://umedia.lib.umn.edu/item/p16022coll230:2754,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2754/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2754,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2754/manifest.json,UMN_ALMA:9938251830001701,p16022coll230:2754,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Hipsometric card of the Argentine Republic,Hipsometric card of the Argentine Republic,,English,,,,1910?,,,Argentina,,https://umedia.lib.umn.edu/item/p16022coll230:2805,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2805/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2805,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2805/manifest.json,UMN_ALMA:9973951801601701,p16022coll230:2805,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"International Railways of Central America : map & condensed profile of existing, proposed, & subsidiary lines","International Railways of Central America : map & condensed profile of existing, proposed, & subsidiary lines",,English,"Barrasa, J",,International Railways of Central America|Railroads,1915,,,North America; South America,"-92.0,-83.0,16.0,13.0",https://umedia.lib.umn.edu/item/p16022coll230:2820,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2820/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2820,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2820/manifest.json,UMN_ALMA:9916228360001701,p16022coll230:2820,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Lago Titicaca : plano formado sobre los trabajos de Pentland, Raimondi, Agassiz, etc. : para la conferencia que en la noche del 21 de Diciembre del ano de 1891, dio en el l'oeal de la Sociedad Geografica, el Dr. Dn. Ignacio La Puenta sobre el estudio monografico del Lago, bajo su aspecto fisico e historico","Lago Titicaca : plano formado sobre los trabajos de Pentland, Raimondi, Agassiz, etc. : para la conferencia que en la noche del 21 de Diciembre del ano de 1891, dio en el l'oeal de la Sociedad Geografica, el Dr. Dn. Ignacio La Puenta sobre el estudio monografico del Lago, bajo su aspecto fisico e historico",,Spanish,"Baluarte, Rafael E",,,1893,,,Peru; Bolivia,,https://umedia.lib.umn.edu/item/p16022coll230:2745,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2745/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2745,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2745/manifest.json,UMN_ALMA:9920721720001701,p16022coll230:2745,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
